SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-722698931,12744,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1275.539,2.904,43656.422,Friday,15,6,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,12745,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1275.542,0.003,43656.425,Friday,16,6,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,12746,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1352.15,76.608,43733.033,Friday,16,6,0,4,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,12747,Accepted,Wait,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1352.17,0.02,43733.053,Friday,17,6,0,4,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,12748,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1609.632,257.462,43990.515,Friday,17,6,0,4,0,7,0,2,0,0,0,0,0,2343.216
1-722698931,12749,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1610.116,0.484,43990.999,Friday,18,6,0,4,0,7,0,2,0,0,0,0,0,2343.216
1-722698931,12750,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1696.558,86.442,44077.441,Friday,18,6,0,4,0,8,0,2,0,0,0,0,0,2343.216
1-722698931,12751,Completed,Resolved,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1696.671,0.113,44077.554,Friday,19,6,0,4,0,8,0,2,0,0,0,0,0,2343.216
1-722774781,12790,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,0.0,0.0,42412.054,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,12791,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1.113,1.113,42413.167,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,12792,Accepted,Wait - User,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1.131,0.018,42413.185,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,12793,Completed,Resolved,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1221.5,1220.369,43633.554,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1221.503
1-722802882,12814,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.0,0.0,42418.184,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,12815,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.023,0.023,42418.207,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,12816,Accepted,Wait - Vendor,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.226,0.203,42418.41,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,12817,Completed,Resolved,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,2170.255,2170.029,44588.439,Friday,2,0,0,0,0,0,0,0,1,0,0,0,0,2824.49
1-726521429,12865,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,0.0,0.0,42419.897,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12866,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,0.119,0.119,42420.016,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12867,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,0.272,0.153,42420.169,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12868,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,0.566,0.294,42420.463,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12869,Queued,Awaiting Assignment,A2_1,Org line A2,W16 3rd,Medium,PROD171,se,POLAND,0.65,0.084,42420.547,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12870,Accepted,In Progress,A2_1,Org line A2,W16 3rd,Medium,PROD171,se,POLAND,0.837,0.187,42420.734,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12871,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,POLAND,2.683,1.846,42422.58,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12872,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.015,1.332,42423.912,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12873,Accepted,Wait,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.743,0.728,42424.64,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,12874,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.979,0.236,42424.876,Friday,5,3,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12875,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,5.562,0.583,42425.459,Friday,6,3,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12876,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,7.042,1.48,42426.939,Friday,6,4,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12877,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,POLAND,7.103,0.061,42427.0,Friday,7,4,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12878,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,7.422,0.319,42427.319,Friday,7,5,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12879,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,8.379,0.957,42428.276,Friday,8,5,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12880,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,9.738,1.359,42429.635,Friday,8,6,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12881,Queued,Awaiting Assignment,E_1,Org line C,G55 2nd,Medium,PROD171,se,POLAND,10.472,0.734,42430.369,Friday,9,6,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12882,Accepted,In Progress,E_1,Org line C,G55 2nd,Medium,PROD171,se,Sweden,12.124,1.652,42432.021,Friday,9,7,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12883,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,12.468,0.344,42432.365,Friday,10,7,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12884,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,19.21,6.742,42439.107,Friday,10,8,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12885,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,Sweden,19.402,0.192,42439.299,Friday,11,8,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12886,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,Brazil,37.856,18.454,42457.753,Friday,11,9,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12887,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD171,se,Brazil,38.123,0.267,42458.02,Friday,12,9,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12888,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD171,se,Sweden,88.891,50.768,42508.788,Friday,12,10,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12889,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,Sweden,104.614,15.723,42524.511,Friday,13,10,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12890,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,INDIA,358.876,254.262,42778.773,Friday,13,11,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12891,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,INDIA,358.928,0.052,42778.825,Friday,14,11,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12892,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,0,363.814,4.886,42783.711,Friday,14,12,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12893,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,Brazil,370.534,6.72,42790.431,Friday,14,13,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12894,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,Brazil,370.719,0.185,42790.616,Friday,15,13,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12895,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,371.351,0.632,42791.248,Friday,15,14,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12896,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,373.485,2.134,42793.382,Friday,16,14,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,12897,Completed,Resolved,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,1136.395,762.91,43556.292,Friday,16,14,0,0,0,1,0,1,0,0,0,0,0,1136.396
1-726528943,12905,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD308,se,Belgium,0.0,0.0,42419.609,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,12906,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD308,se,Belgium,0.028,0.028,42419.637,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,12907,Queued,Awaiting Assignment,missing,Other,V46 2nd,Medium,PROD308,se,Belgium,0.172,0.144,42419.781,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,12908,Accepted,In Progress,missing,Other,V46 2nd,Medium,PROD308,se,Sweden,25.39,25.218,42444.999,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,12909,Completed,Resolved,missing,Other,V46 2nd,Medium,PROD308,se,Sweden,1145.373,1119.983,43564.982,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726614295,13040,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.0,0.0,42425.25,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,13041,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.794,0.794,42426.044,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,13042,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.27,0.476,42426.52,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,13043,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.271,0.001,42426.521,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,13044,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.792,0.521,42427.042,Friday,2,1,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,13045,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.794,0.002,42427.044,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,13046,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1650.67,1648.876,44075.92,Friday,3,1,0,0,0,2,0,0,0,0,0,0,0,2298.847
1-726625483,13048,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,0.0,0.0,42427.796,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13049,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,0.021,0.021,42427.817,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13050,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Belgium,0.34,0.319,42428.136,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13051,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Belgium,0.341,0.001,42428.137,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13052,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD235,be,POLAND,7.102,6.761,42434.898,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13053,Queued,Awaiting Assignment,missing,Org line V11,A5,Medium,PROD235,be,POLAND,11.387,4.285,42439.183,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13054,Accepted,In Progress,missing,Org line V11,A5,Medium,PROD235,be,Germany,79.805,68.418,42507.601,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13055,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Germany,79.894,0.089,42507.69,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13056,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD235,be,POLAND,79.977,0.083,42507.773,Friday,4,4,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13057,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD235,be,POLAND,80.59,0.613,42508.386,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13058,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,80.892,0.302,42508.688,Friday,5,5,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13059,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,80.969,0.077,42508.765,Friday,6,5,0,0,0,0,0,0,0,0,0,0,0,1864.469
1-726625483,13060,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,0,684.703,603.734,43112.499,Friday,6,5,0,0,0,1,0,0,0,0,0,0,0,1864.469
1-726625483,13061,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,685.56,0.857,43113.356,Friday,6,5,0,0,0,2,0,0,0,0,0,0,0,1864.469
1-726625483,13062,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,0,1290.37,604.81,43718.166,Friday,6,5,0,0,0,3,0,0,0,0,0,0,0,1864.469
1-726625483,13063,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,1292.31,1.94,43720.106,Friday,6,5,0,0,0,4,0,0,0,0,0,0,0,1864.469
1-726625483,13064,Completed,Resolved,A2_1,Org line C,D5,Medium,PROD235,be,Belgium,1837.703,545.393,44265.499,Friday,6,5,0,0,0,5,0,0,0,0,0,0,0,1864.469
1-726893951,13414,Queued,Awaiting Assignment,V3_2,Org line C,G311,Low,PROD363,pl,Belgium,0.0,0.0,42440.661,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13415,Accepted,In Progress,V3_2,Org line C,G311,Low,PROD363,pl,POLAND,3.384,3.384,42444.045,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13416,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD363,pl,POLAND,3.411,0.027,42444.072,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13417,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD363,pl,Sweden,13.683,10.272,42454.344,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13418,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD363,pl,Sweden,14.037,0.354,42454.698,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13419,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,Brazil,102.49,88.453,42543.151,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13420,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,Brazil,102.499,0.009,42543.16,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13421,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD363,pl,Brazil,102.512,0.013,42543.173,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13422,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,Sweden,129.644,27.132,42570.305,Friday,4,4,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13423,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD363,pl,Sweden,129.649,0.005,42570.31,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13424,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,510.539,380.89,42951.2,Friday,5,5,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13425,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,510.564,0.025,42951.225,Friday,6,5,0,0,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13426,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,949.926,439.362,43390.587,Friday,6,5,0,1,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13427,Accepted,Wait,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,955.217,5.291,43395.878,Friday,7,5,0,1,0,0,0,0,0,0,0,0,0,2802.011
1-726893951,13428,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1212.211,256.994,43652.872,Friday,7,5,0,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13429,Completed,Resolved,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1212.239,0.028,43652.9,Friday,8,5,0,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13430,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,Brazil,1652.537,440.298,44093.198,Friday,8,5,1,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13431,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD363,pl,Brazil,1652.543,0.006,44093.204,Friday,9,5,1,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13432,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1706.692,54.149,44147.353,Friday,9,6,1,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13433,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1706.702,0.01,44147.363,Friday,10,6,1,1,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13434,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1716.372,9.67,44157.033,Friday,10,6,1,2,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13435,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD363,pl,POLAND,1716.748,0.376,44157.409,Friday,11,6,1,2,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13436,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD363,pl,Sweden,1723.269,6.521,44163.93,Friday,11,7,1,2,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13437,Accepted,Wait,A2_2,Org line A2,G22 2nd,Low,PROD363,pl,Sweden,1723.306,0.037,44163.967,Friday,12,7,1,2,0,0,0,1,0,0,0,0,0,2802.011
1-726893951,13438,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD363,pl,Sweden,1725.671,2.365,44166.332,Friday,12,7,1,2,0,0,0,2,0,0,0,0,0,2802.011
1-726893951,13439,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1726.655,0.984,44167.316,Friday,12,8,1,2,0,0,0,2,0,0,0,0,0,2802.011
1-726893951,13440,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1726.66,0.005,44167.321,Friday,13,8,1,2,0,0,0,2,0,0,0,0,0,2802.011
1-726893951,13441,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1816.474,89.814,44257.135,Friday,13,8,1,3,0,0,0,2,0,0,0,0,0,2802.011
1-726893951,13442,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1816.644,0.17,44257.305,Friday,14,8,1,3,0,0,0,2,0,0,0,0,0,2802.011
1-726893951,13443,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1821.192,4.548,44261.853,Friday,14,8,1,3,0,1,0,2,0,0,0,0,0,2802.011
1-726893951,13444,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,1821.704,0.512,44262.365,Friday,15,8,1,3,0,1,0,2,0,0,0,0,0,2802.011
1-726893951,13445,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,2144.1,322.396,44584.761,Friday,15,8,1,3,0,2,0,2,0,0,0,0,0,2802.011
1-726893951,13446,Completed,Resolved,V3_2,Org line C,G97,Low,PROD363,pl,POLAND,2144.208,0.108,44584.869,Friday,16,8,1,3,0,2,0,2,0,0,0,0,0,2802.011
1-726894711,13462,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD253,se,Sweden,0.0,0.0,42508.27,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.982
1-726894711,13463,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD253,se,POLAND,0.563,0.563,42508.833,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1783.982
1-726894711,13464,Accepted,Assigned,V3_2,Org line C,G359,Medium,PROD253,se,POLAND,0.569,0.006,42508.839,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,1783.982
1-726894711,13465,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD253,se,POLAND,8.993,8.424,42517.263,Friday,1,1,0,1,0,0,0,0,0,0,0,0,0,1783.982
1-726894711,13466,Accepted,Wait - User,V3_2,Org line C,G359,Medium,PROD253,se,POLAND,9.791,0.798,42518.061,Friday,2,1,0,1,0,0,0,0,0,0,0,0,0,1783.982
1-726894711,13467,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD253,se,POLAND,357.58,347.789,42865.85,Friday,2,1,0,1,0,1,0,0,0,0,0,0,0,1783.982
1-726894711,13468,Queued,Awaiting Assignment,V3_2,Org line C,G340,Medium,PROD253,se,POLAND,357.612,0.032,42865.882,Friday,3,1,0,1,0,1,0,0,0,0,0,0,0,1783.982
1-726894711,13469,Accepted,In Progress,V3_2,Org line C,G340,Medium,PROD253,se,Sweden,358.481,0.869,42866.751,Friday,3,2,0,1,0,1,0,0,0,0,0,0,0,1783.982
1-726894711,13470,Accepted,Wait - User,V3_2,Org line C,G340,Medium,PROD253,se,Sweden,358.511,0.03,42866.781,Friday,4,2,0,1,0,1,0,0,0,0,0,0,0,1783.982
1-726894711,13471,Completed,Resolved,V3_2,Org line C,G340,Medium,PROD253,se,Sweden,1124.16,765.649,43632.43,Friday,4,2,0,1,0,2,0,0,0,0,0,0,0,1783.982
1-726908351,13543,Queued,Awaiting Assignment,V3_2,Org line C,N40,Low,PROD464,se,USA,0.0,0.0,42457.797,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13544,Accepted,In Progress,V3_2,Org line C,N40,Low,PROD464,se,Brazil,3.962,3.962,42461.759,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13545,Accepted,In Progress,V3_2,Org line C,N40,Low,PROD464,se,Brazil,3.993,0.031,42461.79,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13546,Accepted,In Progress,V3_2,Org line C,N40,Low,PROD464,se,Brazil,4.026,0.033,42461.823,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13547,Accepted,Assigned,V3_2,Org line C,N40,Low,PROD464,se,Brazil,4.033,0.007,42461.83,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13548,Accepted,In Progress,V3_2,Org line C,N40,Low,PROD464,se,Brazil,10.433,6.4,42468.23,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13549,Queued,Awaiting Assignment,A2_4,Org line A2,G343 2nd,Low,PROD464,se,Brazil,11.951,1.518,42469.748,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13550,Accepted,In Progress,A2_4,Org line A2,G343 2nd,Low,PROD464,se,INDIA,50.867,38.916,42508.664,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13551,Accepted,Wait - User,A2_4,Org line A2,G343 2nd,Low,PROD464,se,INDIA,51.33,0.463,42509.127,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,1834.464
1-726908351,13552,Completed,Resolved,A2_4,Org line A2,G343 2nd,Low,PROD464,se,INDIA,1185.406,1134.076,43643.203,Friday,5,2,0,1,0,1,0,0,0,0,0,0,0,1834.464
1-726913671,13596,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD38,br,Brazil,0.0,0.0,42441.117,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13597,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD38,br,Brazil,0.057,0.057,42441.174,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13598,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD38,br,Brazil,0.209,0.152,42441.326,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13599,Accepted,In Progress,missing,Org line E,A14,Medium,PROD38,br,0,62.831,62.622,42503.948,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13600,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD38,br,0,63.003,0.172,42504.12,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13601,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD38,br,Brazil,81.328,18.325,42522.445,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13602,Queued,Awaiting Assignment,missing,Org line B,S13 2nd,Medium,PROD38,br,Brazil,81.422,0.094,42522.539,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1246.001
1-726913671,13603,Accepted,In Progress,missing,Org line B,S13 2nd,Medium,PROD38,br,Brazil,82.938,1.516,42524.055,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,1246.001
