,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
2718,1-705845431,3032,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD388,se,Brazil,5.671,5.671,40731.331,Friday,1,1,0,0,0,0,0,0,0,0,0
2719,1-705845431,3033,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD388,se,Brazil,5.694,0.023,40731.354,Friday,1,2,0,0,0,0,0,0,0,0,0
2720,1-705845431,3034,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD388,se,Sweden,26.689,20.995,40752.349,Friday,2,2,0,0,0,0,0,0,0,0,0
2721,1-705847078,3036,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD243,se,POLAND,0.0,0.0,40699.929,Friday,1,0,0,0,0,0,0,0,0,0,0
2722,1-705847078,3037,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD243,se,POLAND,0.076,0.076,40700.005,Friday,2,0,0,0,0,0,0,0,0,0,0
2723,1-705847232,3039,Accepted,In Progress,V3_2,Org line C,G376,Medium,PROD611,us,Sweden,0.0,0.0,40717.015,Friday,1,0,0,0,0,0,0,0,0,0,0
2724,1-705847232,3040,Accepted,In Progress,V3_2,Org line C,G376,Medium,PROD611,us,Sweden,0.763,0.763,40717.778,Friday,2,0,0,0,0,0,0,0,0,0,0
2725,1-705847232,3041,Queued,Awaiting Assignment,V3_2,Org line C,G189 2nd,Medium,PROD611,us,Sweden,0.782,0.019,40717.797,Friday,2,1,0,0,0,0,0,0,0,0,0
2726,1-705895959,3043,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.0,0.0,40705.45,Friday,1,0,0,0,0,0,0,0,0,0,0
2727,1-705895959,3044,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.254,0.254,40705.704,Friday,2,0,0,0,0,0,0,0,0,0,0
2728,1-705895959,3045,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,2.058,1.804,40707.508,Friday,2,1,0,0,0,0,0,0,0,0,0
2729,1-705895959,3046,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden,2.059,0.001,40707.509,Friday,2,2,0,0,0,0,0,0,0,0,0
2730,1-705895959,3047,Accepted,In Progress,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden,4.534,2.475,40709.984,Friday,3,2,0,0,0,0,0,0,0,0,0
2731,1-705901284,3049,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.0,0.0,40704.626,Friday,1,0,0,0,0,0,0,0,0,0,0
2732,1-705901284,3050,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.009,0.009,40704.635,Friday,2,0,0,0,0,0,0,0,0,0,0
2733,1-705901284,3051,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.261,0.252,40704.887,Friday,2,1,0,0,0,0,0,0,0,0,0
2734,1-705901284,3052,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.475,0.214,40705.101,Friday,3,1,0,0,0,0,0,0,0,0,0
2735,1-705901284,3053,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.497,0.022,40705.123,Friday,3,2,0,0,0,0,0,0,0,0,0
2736,1-705901284,3054,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,POLAND,0.577,0.08,40705.203,Friday,4,2,0,0,0,0,0,0,0,0,0
2737,1-705901284,3055,Queued,Awaiting Assignment,A2_4,Org line A2,L23 3rd,Low,PROD215,pl,POLAND,0.595,0.018,40705.221,Friday,4,3,0,0,0,0,0,0,0,0,0
2738,1-705901284,3056,Accepted,In Progress,A2_4,Org line A2,L23 3rd,Low,PROD215,pl,USA,9.77,9.175,40714.396,Friday,5,3,0,0,0,0,0,0,0,0,0
2739,1-705901284,3057,Accepted,Assigned,A2_4,Org line A2,L23 3rd,Low,PROD215,pl,USA,9.783,0.013,40714.409,Friday,5,3,0,0,0,1,0,0,0,0,0
2740,1-705901284,3058,Accepted,In Progress,A2_4,Org line A2,L23 3rd,Low,PROD215,pl,INDIA,246.999,237.216,40951.625,Friday,6,3,0,0,0,1,0,0,0,0,0
2741,1-705901284,3059,Accepted,Wait - User,A2_4,Org line A2,L23 3rd,Low,PROD215,pl,INDIA,247.007,0.008,40951.633,Friday,6,3,0,1,0,1,0,0,0,0,0
2742,1-705901284,3060,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD215,pl,INDIA,349.234,102.227,41053.86,Friday,6,4,0,1,0,1,0,0,0,0,0
2743,1-705901284,3061,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,INDIA,408.781,59.547,41113.407,Friday,7,4,0,1,0,1,0,0,0,0,0
2744,1-705901284,3062,Accepted,Wait,V3_2,Org line C,G97,Low,PROD215,pl,INDIA,408.788,0.007,41113.414,Friday,7,4,0,1,0,1,1,0,0,0,0
2745,1-705901284,3063,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD215,pl,INDIA,498.596,89.808,41203.222,Friday,8,4,0,1,0,1,1,0,0,0,0
2746,1-705901284,3064,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD215,pl,INDIA,498.612,0.016,41203.238,Friday,8,4,0,2,0,1,1,0,0,0,0
2747,1-705901284,3065,Queued,Awaiting Assignment,C_6,Org line B,S13 3rd,Low,PROD215,pl,INDIA,1618.302,1119.69,42322.928,Friday,8,5,0,2,0,1,1,0,0,0,0
2748,1-705901284,3066,Queued,Awaiting Assignment,C_6,Org line B,S13 3rd,Low,PROD215,pl,INDIA,1618.303,0.001,42322.929,Friday,8,6,0,2,0,1,1,0,0,0,0
2749,1-705901284,3067,Accepted,In Progress,C_6,Org line B,S13 3rd,Low,PROD215,pl,INDIA,1639.888,21.585,42344.514,Friday,9,6,0,2,0,1,1,0,0,0,0
2750,1-705937016,3069,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,pl,INDIA,0.0,0.0,40707.361,Friday,1,0,0,0,0,0,0,0,0,0,0
2751,1-705937016,3070,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,pl,INDIA,1.415,1.415,40708.776,Friday,2,0,0,0,0,0,0,0,0,0,0
2752,1-705937016,3071,Accepted,Wait - Implementation,V3_2,Org line C,G96,Low,PROD805,pl,INDIA,1.665,0.25,40709.026,Friday,2,0,0,0,1,0,0,0,0,0,0
2753,1-705937016,3072,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,pl,INDIA,2737.232,2735.567,43444.593,Friday,3,0,0,0,1,0,0,0,0,0,0
2754,1-705976449,3074,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden,0.0,0.0,40713.488,Friday,1,0,0,0,0,0,0,0,0,0,0
2755,1-705976449,3075,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden,0.016,0.016,40713.504,Friday,2,0,0,0,0,0,0,0,0,0,0
2756,1-705976449,3076,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden,1.489,1.473,40714.977,Friday,2,1,0,0,0,0,0,0,0,0,0
2757,1-705976449,3077,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,Brazil,16.328,14.839,40729.816,Friday,3,1,0,0,0,0,0,0,0,0,0
2758,1-705976449,3078,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD236,se,Brazil,16.427,0.099,40729.915,Friday,3,2,0,0,0,0,0,0,0,0,0
2759,1-705976449,3079,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden,236.73,220.303,40950.218,Friday,4,2,0,0,0,0,0,0,0,0,0
2760,1-705976449,3080,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden,240.374,3.644,40953.862,Friday,4,3,0,0,0,0,0,0,0,0,0
2761,1-705976449,3081,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND,249.418,9.044,40962.906,Friday,5,3,0,0,0,0,0,0,0,0,0
2762,1-705976449,3082,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD236,se,POLAND,249.836,0.418,40963.324,Friday,5,4,0,0,0,0,0,0,0,0,0
2763,1-705976449,3083,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden,251.607,1.771,40965.095,Friday,6,4,0,0,0,0,0,0,0,0,0
2764,1-705976449,3084,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden,251.916,0.309,40965.404,Friday,6,5,0,0,0,0,0,0,0,0,0
2765,1-705976449,3085,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND,252.319,0.403,40965.807,Friday,7,5,0,0,0,0,0,0,0,0,0
2766,1-705976449,3086,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD236,se,POLAND,252.885,0.566,40966.373,Friday,7,6,0,0,0,0,0,0,0,0,0
2767,1-705976449,3087,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden,254.031,1.146,40967.519,Friday,8,6,0,0,0,0,0,0,0,0,0
2768,1-705976449,3088,Accepted,Assigned,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden,254.091,0.06,40967.579,Friday,8,6,0,0,0,1,0,0,0,0,0
2769,1-705991296,3090,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD17,us,Brazil,0.0,0.0,40714.252,Friday,1,0,0,0,0,0,0,0,0,0,0
2770,1-705991296,3091,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD17,us,Brazil,0.037,0.037,40714.289,Friday,2,0,0,0,0,0,0,0,0,0,0
2771,1-705991296,3092,Completed,In Call,V3_2,Org line C,G96,Medium,PROD17,us,Brazil,0.567,0.53,40714.819,Friday,2,0,0,0,0,0,0,0,0,1,0
2772,1-705991296,3093,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD17,us,POLAND,4.229,3.662,40718.481,Friday,3,0,0,0,0,0,0,0,0,1,0
2773,1-705991296,3094,Queued,Awaiting Assignment,A2_1,Org line A2,N17 2nd,Medium,PROD17,us,POLAND,4.529,0.3,40718.781,Friday,3,1,0,0,0,0,0,0,0,1,0
2774,1-705991296,3095,Accepted,In Progress,A2_1,Org line A2,N17 2nd,Medium,PROD17,us,USA,4.897,0.368,40719.149,Friday,4,1,0,0,0,0,0,0,0,1,0
2775,1-705991296,3096,Accepted,Wait - User,A2_1,Org line A2,N17 2nd,Medium,PROD17,us,USA,4.92,0.023,40719.172,Friday,4,1,0,1,0,0,0,0,0,1,0
2776,1-705991296,3097,Queued,Awaiting Assignment,V3_2,Org line C,N36,Medium,PROD17,us,USA,5.828,0.908,40720.08,Friday,4,2,0,1,0,0,0,0,0,1,0
2777,1-705991296,3098,Accepted,In Progress,V3_2,Org line C,N36,Medium,PROD17,us,USA,22.971,17.143,40737.223,Friday,5,2,0,1,0,0,0,0,0,1,0
2778,1-705991296,3099,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD17,us,USA,23.099,0.128,40737.351,Friday,5,3,0,1,0,0,0,0,0,1,0
2779,1-705991296,3100,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD17,us,Brazil,27.613,4.514,40741.865,Friday,6,3,0,1,0,0,0,0,0,1,0
2780,1-705991296,3101,Accepted,Wait,V3_2,Org line C,G97,Medium,PROD17,us,Brazil,28.748,1.135,40743.0,Friday,6,3,0,1,0,0,1,0,0,1,0
2781,1-705991296,3102,Accepted,Wait - User,V3_2,Org line C,G97,Medium,PROD17,us,Brazil,29.552,0.804,40743.804,Friday,6,3,0,2,0,0,1,0,0,1,0
2782,1-705991296,3103,Queued,Awaiting Assignment,V3_2,Org line C,N36,Medium,PROD17,us,Brazil,352.895,323.343,41067.147,Friday,6,4,0,2,0,0,1,0,0,1,0
2783,1-705991296,3104,Accepted,In Progress,V3_2,Org line C,N36,Medium,PROD17,us,USA,371.174,18.279,41085.426,Friday,7,4,0,2,0,0,1,0,0,1,0
2784,1-706022221,3106,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,Brazil,0.0,0.0,40714.805,Friday,1,0,0,0,0,0,0,0,0,0,0
2785,1-706022221,3107,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,Brazil,0.193,0.193,40714.998,Friday,2,0,0,0,0,0,0,0,0,0,0
2786,1-706022221,3108,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,se,Brazil,0.804,0.611,40715.609,Friday,2,1,0,0,0,0,0,0,0,0,0
2787,1-706022221,3109,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,se,Brazil,0.808,0.004,40715.613,Friday,3,1,0,0,0,0,0,0,0,0,0
2788,1-706022221,3110,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,se,Brazil,0.816,0.008,40715.621,Friday,3,1,0,1,0,0,0,0,0,0,0
2789,1-706022221,3111,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,se,Brazil,358.385,357.569,41073.19,Friday,3,1,0,2,0,0,0,0,0,0,0
2790,1-706022221,3112,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,se,Brazil,448.889,90.504,41163.694,Friday,4,1,0,2,0,0,0,0,0,0,0
2791,1-706022221,3113,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,se,Brazil,448.932,0.043,41163.737,Friday,4,1,1,2,0,0,0,0,0,0,0
2792,1-706022221,3114,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,se,Sweden,1031.928,582.996,41746.733,Friday,4,2,1,2,0,0,0,0,0,0,0
2793,1-706022221,3115,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,se,POLAND,1036.735,4.807,41751.54,Friday,5,2,1,2,0,0,0,0,0,0,0
2794,1-706022221,3116,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,se,POLAND,1036.74,0.005,41751.545,Friday,5,2,1,2,0,1,0,0,0,0,0
2795,1-706022221,3117,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,se,POLAND,1102.772,66.032,41817.577,Friday,6,2,1,2,0,1,0,0,0,0,0
2796,1-706022221,3118,Queued,Awaiting Assignment,V3_2,Org line C,J5,Low,PROD424,se,POLAND,1103.242,0.47,41818.047,Friday,6,3,1,2,0,1,0,0,0,0,0
2797,1-706022221,3119,Accepted,In Progress,V3_2,Org line C,J5,Low,PROD424,se,Sweden,1103.967,0.725,41818.772,Friday,7,3,1,2,0,1,0,0,0,0,0
2798,1-706095828,3121,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,0.0,0.0,40723.31,Friday,1,0,0,0,0,0,0,0,0,0,0
2799,1-706095828,3122,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,0.103,0.103,40723.413,Friday,2,0,0,0,0,0,0,0,0,0,0
2800,1-706095828,3123,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,1.207,1.104,40724.517,Friday,3,0,0,0,0,0,0,0,0,0,0
2801,1-706095828,3124,Queued,Awaiting Assignment,A2_2,Org line A2,G40,Medium,PROD215,in,USA,1.217,0.01,40724.527,Friday,3,1,0,0,0,0,0,0,0,0,0
2802,1-706095828,3125,Accepted,In Progress,A2_2,Org line A2,G40,Medium,PROD215,in,Sweden,219.372,218.155,40942.682,Friday,4,1,0,0,0,0,0,0,0,0,0
2803,1-706095828,3126,Queued,Awaiting Assignment,V3_2,Org line C,N38,Medium,PROD215,in,Sweden,220.088,0.716,40943.398,Friday,4,2,0,0,0,0,0,0,0,0,0
2804,1-706095828,3127,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,241.965,21.877,40965.275,Friday,5,2,0,0,0,0,0,0,0,0,0
2805,1-706095828,3128,Accepted,Assigned,V3_2,Org line C,N38,Medium,PROD215,in,USA,241.974,0.009,40965.284,Friday,5,2,0,0,0,1,0,0,0,0,0
2806,1-706095828,3129,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,251.865,9.891,40975.175,Friday,6,2,0,0,0,1,0,0,0,0,0
2807,1-706095828,3130,Queued,Awaiting Assignment,V3_2,Org line C,N49,Medium,PROD215,in,USA,251.894,0.029,40975.204,Friday,6,3,0,0,0,1,0,0,0,0,0
2808,1-706095828,3131,Accepted,In Progress,V3_2,Org line C,N49,Medium,PROD215,in,USA,252.405,0.511,40975.715,Friday,7,3,0,0,0,1,0,0,0,0,0
2809,1-706095828,3132,Accepted,Wait - User,V3_2,Org line C,N49,Medium,PROD215,in,USA,252.409,0.004,40975.719,Friday,7,3,0,1,0,1,0,0,0,0,0
2810,1-706095828,3133,Queued,Awaiting Assignment,V3_2,Org line C,N38,Medium,PROD215,in,USA,252.502,0.093,40975.812,Friday,7,4,0,1,0,1,0,0,0,0,0
2811,1-706095828,3134,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,252.646,0.144,40975.956,Friday,8,4,0,1,0,1,0,0,0,0,0
2812,1-706095828,3135,Queued,Awaiting Assignment,A2_2,Org line A2,G40,Medium,PROD215,in,USA,253.196,0.55,40976.506,Friday,8,5,0,1,0,1,0,0,0,0,0
2813,1-706095828,3136,Accepted,In Progress,A2_2,Org line A2,G40,Medium,PROD215,in,Sweden,255.841,2.645,40979.151,Friday,9,5,0,1,0,1,0,0,0,0,0
2814,1-706095828,3137,Accepted,Assigned,A2_2,Org line A2,G40,Medium,PROD215,in,Sweden,256.602,0.761,40979.912,Friday,9,5,0,1,0,2,0,0,0,0,0
2815,1-706095828,3138,Accepted,In Progress,A2_2,Org line A2,G40,Medium,PROD215,in,Sweden,308.109,51.507,41031.419,Friday,10,5,0,1,0,2,0,0,0,0,0
2816,1-706095828,3139,Queued,Awaiting Assignment,V3_2,Org line C,N38,Medium,PROD215,in,Sweden,308.875,0.766,41032.185,Friday,10,6,0,1,0,2,0,0,0,0,0
2817,1-706095828,3140,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,327.827,18.952,41051.137,Friday,11,6,0,1,0,2,0,0,0,0,0
2818,1-706095828,3141,Accepted,Assigned,V3_2,Org line C,N38,Medium,PROD215,in,USA,327.838,0.011,41051.148,Friday,11,6,0,1,0,3,0,0,0,0,0
2819,1-706095828,3142,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD215,in,USA,338.249,10.411,41061.559,Friday,12,6,0,1,0,3,0,0,0,0,0
2820,1-706148201,3144,Queued,Awaiting Assignment,missing,Other,T19,Medium,PROD562,se,Sweden,0.0,0.0,40960.895,Friday,0,1,0,0,0,0,0,0,0,0,0
2821,1-706148201,3145,Queued,Awaiting Assignment,A2_3,Org line A2,G356 2nd,Medium,PROD562,se,Sweden,0.424,0.424,40961.319,Friday,0,2,0,0,0,0,0,0,0,0,0
2822,1-706158289,3147,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD388,se,Brazil,0.0,0.0,40727.948,Friday,1,0,0,0,0,0,0,0,0,0,0
2823,1-706158289,3148,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD388,se,Brazil,0.044,0.044,40727.992,Friday,2,0,0,0,0,0,0,0,0,0,0
2824,1-706158289,3149,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD388,se,Brazil,5.838,5.794,40733.786,Friday,3,0,0,0,0,0,0,0,0,0,0
2825,1-706221211,3151,Queued,Awaiting Assignment,missing,Other,S2,Low,PROD609,fr,Sweden,0.0,0.0,41015.861,Friday,0,1,0,0,0,0,0,0,0,0,0
2826,1-706221211,3152,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD609,fr,Sweden,0.158,0.158,41016.019,Friday,0,2,0,0,0,0,0,0,0,0,0
2827,1-706221211,3153,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD609,fr,POLAND,20.413,20.255,41036.274,Friday,1,2,0,0,0,0,0,0,0,0,0
2828,1-706221211,3154,Queued,Awaiting Assignment,D_1,Org line A2,L40 3rd,Low,PROD609,fr,POLAND,20.621,0.208,41036.482,Friday,1,3,0,0,0,0,0,0,0,0,0
2829,1-706221211,3155,Accepted,In Progress,D_1,Org line A2,L40 3rd,Low,PROD609,fr,France,21.267,0.646,41037.128,Friday,2,3,0,0,0,0,0,0,0,0,0
2830,1-706221681,3157,Queued,Awaiting Assignment,missing,Other,S57,Medium,PROD655,se,USA,0.0,0.0,41070.763,Friday,0,1,0,0,0,0,0,0,0,0,0
2831,1-706221681,3158,Queued,Awaiting Assignment,A2_3,Org line A2,M3 2nd,Medium,PROD655,se,USA,0.914,0.914,41071.677,Friday,0,2,0,0,0,0,0,0,0,0,0
2832,1-706221681,3159,Accepted,In Progress,A2_3,Org line A2,M3 2nd,Medium,PROD655,se,INDIA,60.891,59.977,41131.654,Friday,1,2,0,0,0,0,0,0,0,0,0
2833,1-706532382,3161,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,0.0,0.0,40803.647,Friday,1,0,0,0,0,0,0,0,0,0,0
2834,1-706532382,3162,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,4.635,4.635,40808.282,Friday,2,0,0,0,0,0,0,0,0,0,0
2835,1-706532382,3163,Queued,Awaiting Assignment,V3_2,Org line C,N41,Medium,PROD253,us,USA,4.671,0.036,40808.318,Friday,2,1,0,0,0,0,0,0,0,0,0
2836,1-706532431,3165,Accepted,In Progress,missing,Org line F,S1 2nd,High,PROD798,se,Sweden,0.0,0.0,40811.587,Friday,1,0,0,0,0,0,0,0,0,0,0
2837,1-706675514,3167,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD550,se,Sweden,0.0,0.0,40944.665,Friday,1,0,0,0,0,0,0,0,0,0,0
2838,1-706675514,3168,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD550,se,Sweden,0.425,0.425,40945.09,Friday,2,0,0,0,0,0,0,0,0,0,0
2839,1-706675514,3169,Queued,Awaiting Assignment,V3_2,Org line C,G49,Medium,PROD550,se,Sweden,0.444,0.019,40945.109,Friday,2,1,0,0,0,0,0,0,0,0,0
2840,1-706675514,3170,Accepted,In Progress,V3_2,Org line C,G49,Medium,PROD550,se,Sweden,1.691,1.247,40946.356,Friday,3,1,0,0,0,0,0,0,0,0,0
2841,1-706675514,3171,Queued,Awaiting Assignment,missing,Org line G4,S29 2nd,Medium,PROD550,se,Sweden,1.763,0.072,40946.428,Friday,3,2,0,0,0,0,0,0,0,0,0
2842,1-706700376,3173,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,0.0,0.0,40945.932,Friday,1,0,0,0,0,0,0,0,0,0,0
2843,1-706700376,3174,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,0.077,0.077,40946.009,Friday,2,0,0,0,0,0,0,0,0,0,0
2844,1-706700376,3175,Queued,Awaiting Assignment,missing,Org line B,B10 2nd,Medium,PROD305,cn,INDIA,0.395,0.318,40946.327,Friday,2,1,0,0,0,0,0,0,0,0,0
2845,1-706844801,3177,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD379,fr,Sweden,0.0,0.0,40951.629,Friday,1,0,0,0,0,0,0,0,0,0,0
2846,1-706844801,3178,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD379,fr,Sweden,0.019,0.019,40951.648,Friday,2,0,0,0,0,0,0,0,0,0,0
2847,1-706845546,3180,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD311,ru,POLAND,0.0,0.0,40949.813,Friday,1,0,0,0,0,0,0,0,0,0,0
2848,1-706845546,3181,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD311,ru,POLAND,0.021,0.021,40949.834,Friday,2,0,0,0,0,0,0,0,0,0,0
2849,1-706845546,3182,Queued,Awaiting Assignment,missing,Org line B,R6 2nd,Medium,PROD311,ru,POLAND,0.3,0.279,40950.113,Friday,2,1,0,0,0,0,0,0,0,0,0
2850,1-706880563,3184,Accepted,In Progress,V3_2,Org line C,G96,High,PROD65,se,POLAND,0.0,0.0,40952.64,Friday,1,0,0,0,0,0,0,0,0,0,0
2851,1-706880563,3185,Accepted,In Progress,V3_2,Org line C,G96,High,PROD65,se,POLAND,0.172,0.172,40952.812,Friday,2,0,0,0,0,0,0,0,0,0,0
2852,1-706880563,3186,Accepted,In Progress,V3_2,Org line C,G96,High,PROD65,se,POLAND,1.107,0.935,40953.747,Friday,3,0,0,0,0,0,0,0,0,0,0
2853,1-706983808,3188,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD16,in,POLAND,0.0,0.0,40960.642,Friday,1,0,0,0,0,0,0,0,0,0,0
2854,1-706983808,3189,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD16,in,POLAND,0.009,0.009,40960.651,Friday,2,0,0,0,0,0,0,0,0,0,0
2855,1-706983808,3190,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD16,in,POLAND,1.909,1.9,40962.551,Friday,2,1,0,0,0,0,0,0,0,0,0
2856,1-706983808,3191,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,1.942,0.033,40962.584,Friday,3,1,0,0,0,0,0,0,0,0,0
2857,1-706983808,3192,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,2.17,0.228,40962.812,Friday,3,1,0,0,0,1,0,0,0,0,0
2858,1-706983808,3193,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,4.142,1.972,40964.784,Friday,4,1,0,0,0,1,0,0,0,0,0
2859,1-706983808,3194,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,4.437,0.295,40965.079,Friday,4,1,0,1,0,1,0,0,0,0,0
2860,1-706983808,3195,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,28.74,24.303,40989.382,Friday,5,1,0,1,0,1,0,0,0,0,0
2861,1-706983808,3196,Completed,Resolved,E_10,Org line B,G230 2nd,Low,PROD16,in,INDIA,28.774,0.034,40989.416,Friday,5,1,1,1,0,1,0,0,0,0,0
2862,1-706983808,3197,Completed,Closed,E_10,Org line B,G230 2nd,Low,PROD16,in,0,47.181,18.407,41007.823,Friday,5,1,1,1,0,1,0,0,1,0,0
2863,1-706983808,3198,Completed,Closed,V3_2,Org line C,G96,Low,PROD16,in,INDIA,2684.738,2637.557,43645.38,Friday,5,1,1,1,0,1,0,0,2,0,0
2864,1-706983808,3199,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD16,in,INDIA,2684.739,0.001,43645.381,Friday,6,1,1,1,0,1,0,0,2,0,0
2865,1-706996552,3201,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD455,se,POLAND,0.0,0.0,40958.753,Friday,1,0,0,0,0,0,0,0,0,0,0
2866,1-706996552,3202,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD455,se,POLAND,0.025,0.025,40958.778,Friday,2,0,0,0,0,0,0,0,0,0,0
2867,1-706996552,3203,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD455,se,POLAND,0.142,0.117,40958.895,Friday,3,0,0,0,0,0,0,0,0,0,0
